Code,Country,Continent,Date,NewCases,NewDeaths,Recovered,NewTests,Population,GDP,GDPCapita,Month,Week,CumCases,CumDeaths,CumRecovered,CumTests,Active,FatalityRate,Cases_1M_Pop,Deaths_1M_Pop,Recovered_1M_Pop,Tests_1M_Pop
DEU,Germany,Europe,2020-01-04,0,0,0,0,82927922,3693204,44976,1,1,0,0,0,0,0,0,0,0,0,0
GRC,Greece,Europe,2020-01-04,0,0,0,0,10727668,203085,18198,1,1,0,0,0,0,0,0,0,0,0,0
ISL,Iceland,Europe,2020-01-04,0,0,0,0,353574,24476,73060,1,1,0,0,0,0,0,0,0,0,0,0
IND,India,Asia,2020-01-04,0,0,0,0,1352617328,2575666,1923,1,1,0,0,0,0,0,0,0,0,0,0
IDN,Indonesia,Asia,2020-01-04,0,0,0,0,267663435,1015539,3847,1,1,0,0,0,0,0,0,0,0,0,0
IRN,Iran,Asia,2020-01-04,0,0,0,0,81800269,460976,5680,1,1,0,0,0,0,0,0,0,0,0,0
IRQ,Iraq,Asia,2020-01-04,0,0,0,0,38433600,182023,4756,1,1,0,0,0,0,0,0,0,0,0,0
IRL,Ireland,Europe,2020-01-04,0,0,0,0,4853506,331430,69604,1,1,0,0,0,0,0,0,0,0,0,0
ISR,Israel,Asia,2020-01-04,0,0,0,0,8883800,353268,42452,1,1,0,0,0,0,0,0,0,0,0,0
ITA,Italy,Europe,2020-01-04,0,0,0,0,60431283,1943835,32747,1,1,0,0,0,0,0,0,0,0,0,0
JPN,Japan,Asia,2020-01-04,0,0,0,0,126529100,4872415,38220,1,1,0,0,0,0,0,0,0,0,0,0
KWT,Kuwait,Asia,2020-01-04,0,0,0,0,4137309,119534,28897,1,1,0,0,0,0,0,0,0,0,0,0
LBN,Lebanon,Asia,2020-01-04,0,0,0,0,6848925,53393,8778,1,1,0,0,0,0,0,0,0,0,0,0
LTU,Lithuania,Europe,2020-01-04,0,0,0,0,2789533,47544,16450,1,1,0,0,0,0,0,0,0,0,0,0
LUX,Luxembourg,Europe,2020-01-04,0,0,0,0,607728,62316,106806,1,1,0,0,0,0,0,0,0,0,0,0
MKD,Macedonia,Europe,2020-01-04,0,0,0,0,2082958,11279,5415,1,1,0,0,0,0,0,0,0,0,0,0
MYS,Malaysia,Asia,2020-01-04,0,0,0,0,31528585,314707,9951,1,1,0,0,0,0,0,0,0,0,0,0
MEX,Mexico,North America,2020-01-04,0,0,0,6,126190788,1158229,8967,1,1,0,0,0,45,0,0,0,0,0,0.3566028924393435
MCO,Monaco,Europe,2020-01-04,0,0,0,0,38682,6400,165421,1,1,0,0,0,0,0,0,0,0,0,0
NPL,Nepal,Asia,2020-01-04,0,0,0,0,28087871,24870,849,1,1,0,0,0,0,0,0,0,0,0,0
NLD,Netherlands,Europe,2020-01-04,0,0,0,0,17231017,830572,48754,1,1,0,0,0,0,0,0,0,0,0,0
NZL,New Zealand,Oceania,2020-01-04,0,0,0,0,4885500,202044,42936,1,1,0,0,0,0,0,0,0,0,0,0
NGA,Nigeria,Africa,2020-01-04,0,0,0,0,195874740,375769,1969,1,1,0,0,0,0,0,0,0,0,0,0
NOR,Norway,Europe,2020-01-04,0,0,0,0,5314336,399470,75295,1,1,0,0,0,0,0,0,0,0,0,0
OMN,Oman,Asia,2020-01-04,0,0,0,0,4829483,70783,15267,1,1,0,0,0,0,0,0,0,0,0,0
PAK,Pakistan,Asia,2020-01-04,0,0,0,0,212215030,302139,1534,1,1,0,0,0,0,0,0,0,0,0,0
PHL,Philippines,Asia,2020-01-04,0,0,0,0,106651922,313595,2989,1,1,0,0,0,0,0,0,0,0,0,0
QAT,Qatar,Asia,2020-01-04,0,0,0,0,2781677,167605,63506,1,1,0,0,0,0,0,0,0,0,0,0
ROU,Romania,Europe,2020-01-04,0,0,0,0,19473936,211803,10763,1,1,0,0,0,0,0,0,0,0,0,0
RUS,Russia,Europe,2020-01-04,0,0,0,0,144478050,1530750,10956,1,1,0,0,0,0,0,0,0,0,0,0
SMR,San Marino,Europe,2020-01-04,0,0,0,0,33785,1689,50588,1,1,0,0,0,0,0,0,0,0,0,0
SGP,Singapore,Asia,2020-01-04,0,0,0,0,5638676,323901,56737,1,1,0,0,0,0,0,0,0,0,0,0
KOR,South Korea,Asia,2020-01-04,0,0,0,0,51635256,1577524,30025,1,1,0,0,0,0,0,0,0,0,0,0
ESP,Spain,Europe,2020-01-04,0,0,0,0,46723749,1314314,28354,1,1,0,0,0,0,0,0,0,0,0,0
LKA,Sri Lanka,Asia,2020-01-04,0,0,0,0,21670000,87356,4184,1,1,0,0,0,0,0,0,0,0,0,0
SWE,Sweden,Europe,2020-01-04,0,0,0,0,10183175,535607,54043,1,1,0,0,0,0,0,0,0,0,0,0
CHE,Switzerland,Europe,2020-01-04,0,0,0,0,8516543,678938,80101,1,1,0,0,0,0,0,0,0,0,0,0
TWN,Taiwan,Asia,2020-01-04,0,0,0,0,23780452,579865,24380,1,1,0,0,0,0,0,0,0,0,0,0
THA,Thailand,Asia,2020-01-04,0,0,0,0,69428524,455302,6595,1,1,0,0,0,0,0,0,0,0,0,0
ARE,United Arab Emirates,Asia,2020-01-04,0,0,0,0,9630959,382575,40699,1,1,0,0,0,0,0,0,0,0,0,0
GBR,United Kingdom,Europe,2020-01-04,0,0,0,0,66488991,2631228,39758,1,1,0,0,0,0,0,0,0,0,0,0
USA,United States of America,North America,2020-01-04,0,0,0,0,327167434,19485394,60055,1,1,0,0,0,0,0,0,0,0,0,0
VNM,Vietnam,Asia,2020-01-04,0,0,0,0,95540395,223779,2342,1,1,0,0,0,0,0,0,0,0,0,0
AFG,Afghanistan,Asia,2020-01-05,0,0,0,0,37172386,21992,619,1,1,0,0,0,0,0,0,0,0,0,0
DZA,Algeria,Africa,2020-01-05,0,0,0,0,42228429,167555,4055,1,1,0,0,0,0,0,0,0,0,0,0
ARM,Armenia,Europe,2020-01-05,0,0,0,0,2951776,11536,3937,1,1,0,0,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,2020-01-05,0,0,0,0,24992369,1408675,57613,1,1,0,0,0,0,0,0,0,0,0,0
AUT,Austria,Europe,2020-01-05,0,0,0,0,8847037,416835,47718,1,1,0,0,0,0,0,0,0,0,0,0
AZE,Azerbaijan,Europe,2020-01-05,0,0,0,0,9942334,40748,4146,1,1,0,0,0,0,0,0,0,0,0,0
BHR,Bahrain,Asia,2020-01-05,0,0,0,0,1569439,35325,23688,1,1,0,0,0,0,0,0,0,0,0,0
BLR,Belarus,Europe,2020-01-05,0,0,0,0,9485386,54441,5750,1,1,0,0,0,0,0,0,0,0,0,0
BEL,Belgium,Europe,2020-01-05,0,0,0,0,11422068,494763,43289,1,1,0,0,0,0,0,0,0,0,0,0
BRA,Brazil,South America,2020-01-05,0,0,0,0,209469333,2055512,9821,1,1,0,0,0,0,0,0,0,0,0,0
KHM,Cambodia,Asia,2020-01-05,0,0,0,0,16249798,22121,1382,1,1,0,0,0,0,0,0,0,0,0,0
CAN,Canada,North America,2020-01-05,0,0,0,0,37058856,1647120,44974,1,1,0,0,0,0,0,0,0,0,0,0
CHN,China,Asia,2020-01-05,15,0,0,0,1392730000,12234781,8682,1,1,59,0,0,0,59,0,0.04236284132602874,0,0,0
HRV,Croatia,Europe,2020-01-05,0,0,0,0,4089400,55201,13177,1,1,0,0,0,0,0,0,0,0,0,0
CZE,Czech Republic,Europe,2020-01-05,0,0,0,0,10625695,215824,20326,1,1,0,0,0,0,0,0,0,0,0,0
DNK,Denmark,Europe,2020-01-05,0,0,0,0,5797446,329865,57533,1,1,0,0,0,0,0,0,0,0,0,0
DOM,Dominican Republic,North America,2020-01-05,0,0,0,0,10627165,75931,7052,1,1,0,0,0,0,0,0,0,0,0,0
ECU,Ecuador,South America,2020-01-05,0,0,0,0,17084357,104295,6273,1,1,0,0,0,0,0,0,0,0,0,0
EGY,Egypt,Africa,2020-01-05,0,0,0,0,98423595,195135,2000,1,1,0,0,0,0,0,0,0,0,0,0
EST,Estonia,Europe,2020-01-05,0,0,0,0,1320884,25921,19793,1,1,0,0,0,0,0,0,0,0,0,0
FIN,Finland,Europe,2020-01-05,0,0,0,0,5518050,252246,45670,1,1,0,0,0,0,0,0,0,0,0,0
FRA,France,Europe,2020-01-05,0,0,0,0,66987244,2582492,38415,1,1,0,0,0,0,0,0,0,0,0,0
GEO,Georgia,Europe,2020-01-05,0,0,0,0,3731000,15159,3875,1,1,0,0,0,0,0,0,0,0,0,0
DEU,Germany,Europe,2020-01-05,0,0,0,0,82927922,3693204,44976,1,1,0,0,0,0,0,0,0,0,0,0
GRC,Greece,Europe,2020-01-05,0,0,0,0,10727668,203085,18198,1,1,0,0,0,0,0,0,0,0,0,0
ISL,Iceland,Europe,2020-01-05,0,0,0,0,353574,24476,73060,1,1,0,0,0,0,0,0,0,0,0,0
IND,India,Asia,2020-01-05,0,0,0,0,1352617328,2575666,1923,1,1,0,0,0,0,0,0,0,0,0,0
IDN,Indonesia,Asia,2020-01-05,0,0,0,0,267663435,1015539,3847,1,1,0,0,0,0,0,0,0,0,0,0
IRN,Iran,Asia,2020-01-05,0,0,0,0,81800269,460976,5680,1,1,0,0,0,0,0,0,0,0,0,0
IRQ,Iraq,Asia,2020-01-05,0,0,0,0,38433600,182023,4756,1,1,0,0,0,0,0,0,0,0,0,0
IRL,Ireland,Europe,2020-01-05,0,0,0,0,4853506,331430,69604,1,1,0,0,0,0,0,0,0,0,0,0
ISR,Israel,Asia,2020-01-05,0,0,0,0,8883800,353268,42452,1,1,0,0,0,0,0,0,0,0,0,0
ITA,Italy,Europe,2020-01-05,0,0,0,0,60431283,1943835,32747,1,1,0,0,0,0,0,0,0,0,0,0
JPN,Japan,Asia,2020-01-05,0,0,0,0,126529100,4872415,38220,1,1,0,0,0,0,0,0,0,0,0,0
KWT,Kuwait,Asia,2020-01-05,0,0,0,0,4137309,119534,28897,1,1,0,0,0,0,0,0,0,0,0,0
LBN,Lebanon,Asia,2020-01-05,0,0,0,0,6848925,53393,8778,1,1,0,0,0,0,0,0,0,0,0,0
LTU,Lithuania,Europe,2020-01-05,0,0,0,0,2789533,47544,16450,1,1,0,0,0,0,0,0,0,0,0,0
LUX,Luxembourg,Europe,2020-01-05,0,0,0,0,607728,62316,106806,1,1,0,0,0,0,0,0,0,0,0,0
MKD,Macedonia,Europe,2020-01-05,0,0,0,0,2082958,11279,5415,1,1,0,0,0,0,0,0,0,0,0,0
MYS,Malaysia,Asia,2020-01-05,0,0,0,0,31528585,314707,9951,1,1,0,0,0,0,0,0,0,0,0,0
MEX,Mexico,North America,2020-01-05,0,0,0,14,126190788,1158229,8967,1,1,0,0,0,59,0,0,0,0,0,0.46754601453158373
MCO,Monaco,Europe,2020-01-05,0,0,0,0,38682,6400,165421,1,1,0,0,0,0,0,0,0,0,0,0
NPL,Nepal,Asia,2020-01-05,0,0,0,0,28087871,24870,849,1,1,0,0,0,0,0,0,0,0,0,0
NLD,Netherlands,Europe,2020-01-05,0,0,0,0,17231017,830572,48754,1,1,0,0,0,0,0,0,0,0,0,0
NZL,New Zealand,Oceania,2020-01-05,0,0,0,0,4885500,202044,42936,1,1,0,0,0,0,0,0,0,0,0,0
NGA,Nigeria,Africa,2020-01-05,0,0,0,0,195874740,375769,1969,1,1,0,0,0,0,0,0,0,0,0,0
NOR,Norway,Europe,2020-01-05,0,0,0,0,5314336,399470,75295,1,1,0,0,0,0,0,0,0,0,0,0
OMN,Oman,Asia,2020-01-05,0,0,0,0,4829483,70783,15267,1,1,0,0,0,0,0,0,0,0,0,0
PAK,Pakistan,Asia,2020-01-05,0,0,0,0,212215030,302139,1534,1,1,0,0,0,0,0,0,0,0,0,0
PHL,Philippines,Asia,2020-01-05,0,0,0,0,106651922,313595,2989,1,1,0,0,0,0,0,0,0,0,0,0
QAT,Qatar,Asia,2020-01-05,0,0,0,0,2781677,167605,63506,1,1,0,0,0,0,0,0,0,0,0,0
ROU,Romania,Europe,2020-01-05,0,0,0,0,19473936,211803,10763,1,1,0,0,0,0,0,0,0,0,0,0
RUS,Russia,Europe,2020-01-05,0,0,0,0,144478050,1530750,10956,1,1,0,0,0,0,0,0,0,0,0,0
SMR,San Marino,Europe,2020-01-05,0,0,0,0,33785,1689,50588,1,1,0,0,0,0,0,0,0,0,0,0
SGP,Singapore,Asia,2020-01-05,0,0,0,0,5638676,323901,56737,1,1,0,0,0,0,0,0,0,0,0,0
KOR,South Korea,Asia,2020-01-05,0,0,0,0,51635256,1577524,30025,1,1,0,0,0,0,0,0,0,0,0,0
ESP,Spain,Europe,2020-01-05,0,0,0,0,46723749,1314314,28354,1,1,0,0,0,0,0,0,0,0,0,0
LKA,Sri Lanka,Asia,2020-01-05,0,0,0,0,21670000,87356,4184,1,1,0,0,0,0,0,0,0,0,0,0
SWE,Sweden,Europe,2020-01-05,0,0,0,0,10183175,535607,54043,1,1,0,0,0,0,0,0,0,0,0,0
CHE,Switzerland,Europe,2020-01-05,0,0,0,0,8516543,678938,80101,1,1,0,0,0,0,0,0,0,0,0,0
TWN,Taiwan,Asia,2020-01-05,0,0,0,0,23780452,579865,24380,1,1,0,0,0,0,0,0,0,0,0,0
THA,Thailand,Asia,2020-01-05,0,0,0,0,69428524,455302,6595,1,1,0,0,0,0,0,0,0,0,0,0
ARE,United Arab Emirates,Asia,2020-01-05,0,0,0,0,9630959,382575,40699,1,1,0,0,0,0,0,0,0,0,0,0
GBR,United Kingdom,Europe,2020-01-05,0,0,0,0,66488991,2631228,39758,1,1,0,0,0,0,0,0,0,0,0,0
USA,United States of America,North America,2020-01-05,0,0,0,0,327167434,19485394,60055,1,1,0,0,0,0,0,0,0,0,0,0
VNM,Vietnam,Asia,2020-01-05,0,0,0,0,95540395,223779,2342,1,1,0,0,0,0,0,0,0,0,0,0
AFG,Afghanistan,Asia,2020-01-06,0,0,0,0,37172386,21992,619,1,1,0,0,0,0,0,0,0,0,0,0
DZA,Algeria,Africa,2020-01-06,0,0,0,0,42228429,167555,4055,1,1,0,0,0,0,0,0,0,0,0,0
ARM,Armenia,Europe,2020-01-06,0,0,0,0,2951776,11536,3937,1,1,0,0,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,2020-01-06,0,0,0,0,24992369,1408675,57613,1,1,0,0,0,0,0,0,0,0,0,0
AUT,Austria,Europe,2020-01-06,0,0,0,0,8847037,416835,47718,1,1,0,0,0,0,0,0,0,0,0,0
AZE,Azerbaijan,Europe,2020-01-06,0,0,0,0,9942334,40748,4146,1,1,0,0,0,0,0,0,0,0,0,0
BHR,Bahrain,Asia,2020-01-06,0,0,0,0,1569439,35325,23688,1,1,0,0,0,0,0,0,0,0,0,0
BLR,Belarus,Europe,2020-01-06,0,0,0,0,9485386,54441,5750,1,1,0,0,0,0,0,0,0,0,0,0
BEL,Belgium,Europe,2020-01-06,0,0,0,0,11422068,494763,43289,1,1,0,0,0,0,0,0,0,0,0,0
BRA,Brazil,South America,2020-01-06,0,0,0,0,209469333,2055512,9821,1,1,0,0,0,0,0,0,0,0,0,0
KHM,Cambodia,Asia,2020-01-06,0,0,0,0,16249798,22121,1382,1,1,0,0,0,0,0,0,0,0,0,0
CAN,Canada,North America,2020-01-06,0,0,0,0,37058856,1647120,44974,1,1,0,0,0,0,0,0,0,0,0,0
CHN,China,Asia,2020-01-06,0,0,0,0,1392730000,12234781,8682,1,1,59,0,0,0,59,0,0.04236284132602874,0,0,0
HRV,Croatia,Europe,2020-01-06,0,0,0,0,4089400,55201,13177,1,1,0,0,0,0,0,0,0,0,0,0
CZE,Czech Republic,Europe,2020-01-06,0,0,0,0,10625695,215824,20326,1,1,0,0,0,0,0,0,0,0,0,0
DNK,Denmark,Europe,2020-01-06,0,0,0,0,5797446,329865,57533,1,1,0,0,0,0,0,0,0,0,0,0
DOM,Dominican Republic,North America,2020-01-06,0,0,0,0,10627165,75931,7052,1,1,0,0,0,0,0,0,0,0,0,0
ECU,Ecuador,South America,2020-01-06,0,0,0,0,17084357,104295,6273,1,1,0,0,0,0,0,0,0,0,0,0
EGY,Egypt,Africa,2020-01-06,0,0,0,0,98423595,195135,2000,1,1,0,0,0,0,0,0,0,0,0,0
EST,Estonia,Europe,2020-01-06,0,0,0,0,1320884,25921,19793,1,1,0,0,0,0,0,0,0,0,0,0
FIN,Finland,Europe,2020-01-06,0,0,0,0,5518050,252246,45670,1,1,0,0,0,0,0,0,0,0,0,0
FRA,France,Europe,2020-01-06,0,0,0,0,66987244,2582492,38415,1,1,0,0,0,0,0,0,0,0,0,0
GEO,Georgia,Europe,2020-01-06,0,0,0,0,3731000,15159,3875,1,1,0,0,0,0,0,0,0,0,0,0
DEU,Germany,Europe,2020-01-06,0,0,0,0,82927922,3693204,44976,1,1,0,0,0,0,0,0,0,0,0,0
GRC,Greece,Europe,2020-01-06,0,0,0,0,10727668,203085,18198,1,1,0,0,0,0,0,0,0,0,0,0
ISL,Iceland,Europe,2020-01-06,0,0,0,0,353574,24476,73060,1,1,0,0,0,0,0,0,0,0,0,0
IND,India,Asia,2020-01-06,0,0,0,0,1352617328,2575666,1923,1,1,0,0,0,0,0,0,0,0,0,0
IDN,Indonesia,Asia,2020-01-06,0,0,0,0,267663435,1015539,3847,1,1,0,0,0,0,0,0,0,0,0,0
IRN,Iran,Asia,2020-01-06,0,0,0,0,81800269,460976,5680,1,1,0,0,0,0,0,0,0,0,0,0
IRQ,Iraq,Asia,2020-01-06,0,0,0,0,38433600,182023,4756,1,1,0,0,0,0,0,0,0,0,0,0
IRL,Ireland,Europe,2020-01-06,0,0,0,0,4853506,331430,69604,1,1,0,0,0,0,0,0,0,0,0,0
ISR,Israel,Asia,2020-01-06,0,0,0,0,8883800,353268,42452,1,1,0,0,0,0,0,0,0,0,0,0
ITA,Italy,Europe,2020-01-06,0,0,0,0,60431283,1943835,32747,1,1,0,0,0,0,0,0,0,0,0,0
JPN,Japan,Asia,2020-01-06,0,0,0,0,126529100,4872415,38220,1,1,0,0,0,0,0,0,0,0,0,0
KWT,Kuwait,Asia,2020-01-06,0,0,0,0,4137309,119534,28897,1,1,0,0,0,0,0,0,0,0,0,0
LBN,Lebanon,Asia,2020-01-06,0,0,0,0,6848925,53393,8778,1,1,0,0,0,0,0,0,0,0,0,0
LTU,Lithuania,Europe,2020-01-06,0,0,0,0,2789533,47544,16450,1,1,0,0,0,0,0,0,0,0,0,0
LUX,Luxembourg,Europe,2020-01-06,0,0,0,0,607728,62316,106806,1,1,0,0,0,0,0,0,0,0,0,0
MKD,Macedonia,Europe,2020-01-06,0,0,0,0,2082958,11279,5415,1,1,0,0,0,0,0,0,0,0,0,0
MYS,Malaysia,Asia,2020-01-06,0,0,0,0,31528585,314707,9951,1,1,0,0,0,0,0,0,0,0,0,0
MEX,Mexico,North America,2020-01-06,0,0,0,29,126190788,1158229,8967,1,1,0,0,0,88,0,0,0,0,0,0.6973567674369384
MCO,Monaco,Europe,2020-01-06,0,0,0,0,38682,6400,165421,1,1,0,0,0,0,0,0,0,0,0,0
NPL,Nepal,Asia,2020-01-06,0,0,0,0,28087871,24870,849,1,1,0,0,0,0,0,0,0,0,0,0
NLD,Netherlands,Europe,2020-01-06,0,0,0,0,17231017,830572,48754,1,1,0,0,0,0,0,0,0,0,0,0
NZL,New Zealand,Oceania,2020-01-06,0,0,0,0,4885500,202044,42936,1,1,0,0,0,0,0,0,0,0,0,0
NGA,Nigeria,Africa,2020-01-06,0,0,0,0,195874740,375769,1969,1,1,0,0,0,0,0,0,0,0,0,0
NOR,Norway,Europe,2020-01-06,0,0,0,0,5314336,399470,75295,1,1,0,0,0,0,0,0,0,0,0,0
OMN,Oman,Asia,2020-01-06,0,0,0,0,4829483,70783,15267,1,1,0,0,0,0,0,0,0,0,0,0
PAK,Pakistan,Asia,2020-01-06,0,0,0,0,212215030,302139,1534,1,1,0,0,0,0,0,0,0,0,0,0
PHL,Philippines,Asia,2020-01-06,0,0,0,0,106651922,313595,2989,1,1,0,0,0,0,0,0,0,0,0,0
QAT,Qatar,Asia,2020-01-06,0,0,0,0,2781677,167605,63506,1,1,0,0,0,0,0,0,0,0,0,0
ROU,Romania,Europe,2020-01-06,0,0,0,0,19473936,211803,10763,1,1,0,0,0,0,0,0,0,0,0,0
RUS,Russia,Europe,2020-01-06,0,0,0,0,144478050,1530750,10956,1,1,0,0,0,0,0,0,0,0,0,0
SMR,San Marino,Europe,2020-01-06,0,0,0,0,33785,1689,50588,1,1,0,0,0,0,0,0,0,0,0,0
SGP,Singapore,Asia,2020-01-06,0,0,0,0,5638676,323901,56737,1,1,0,0,0,0,0,0,0,0,0,0
KOR,South Korea,Asia,2020-01-06,0,0,0,0,51635256,1577524,30025,1,1,0,0,0,0,0,0,0,0,0,0
ESP,Spain,Europe,2020-01-06,0,0,0,0,46723749,1314314,28354,1,1,0,0,0,0,0,0,0,0,0,0
LKA,Sri Lanka,Asia,2020-01-06,0,0,0,0,21670000,87356,4184,1,1,0,0,0,0,0,0,0,0,0,0
SWE,Sweden,Europe,2020-01-06,0,0,0,0,10183175,535607,54043,1,1,0,0,0,0,0,0,0,0,0,0
CHE,Switzerland,Europe,2020-01-06,0,0,0,0,8516543,678938,80101,1,1,0,0,0,0,0,0,0,0,0,0
TWN,Taiwan,Asia,2020-01-06,0,0,0,0,23780452,579865,24380,1,1,0,0,0,0,0,0,0,0,0,0
THA,Thailand,Asia,2020-01-06,0,0,0,0,69428524,455302,6595,1,1,0,0,0,0,0,0,0,0,0,0
ARE,United Arab Emirates,Asia,2020-01-06,0,0,0,0,9630959,382575,40699,1,1,0,0,0,0,0,0,0,0,0,0
GBR,United Kingdom,Europe,2020-01-06,0,0,0,0,66488991,2631228,39758,1,1,0,0,0,0,0,0,0,0,0,0
USA,United States of America,North America,2020-01-06,0,0,0,0,327167434,19485394,60055,1,1,0,0,0,0,0,0,0,0,0,0
VNM,Vietnam,Asia,2020-01-06,0,0,0,0,95540395,223779,2342,1,1,0,0,0,0,0,0,0,0,0,0
AFG,Afghanistan,Asia,2020-01-07,0,0,0,0,37172386,21992,619,1,1,0,0,0,0,0,0,0,0,0,0
DZA,Algeria,Africa,2020-01-07,0,0,0,0,42228429,167555,4055,1,1,0,0,0,0,0,0,0,0,0,0
ARM,Armenia,Europe,2020-01-07,0,0,0,0,2951776,11536,3937,1,1,0,0,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,2020-01-07,0,0,0,0,24992369,1408675,57613,1,1,0,0,0,0,0,0,0,0,0,0
AUT,Austria,Europe,2020-01-07,0,0,0,0,8847037,416835,47718,1,1,0,0,0,0,0,0,0,0,0,0
AZE,Azerbaijan,Europe,2020-01-07,0,0,0,0,9942334,40748,4146,1,1,0,0,0,0,0,0,0,0,0,0
BHR,Bahrain,Asia,2020-01-07,0,0,0,0,1569439,35325,23688,1,1,0,0,0,0,0,0,0,0,0,0
BLR,Belarus,Europe,2020-01-07,0,0,0,0,9485386,54441,5750,1,1,0,0,0,0,0,0,0,0,0,0
BEL,Belgium,Europe,2020-01-07,0,0,0,0,11422068,494763,43289,1,1,0,0,0,0,0,0,0,0,0,0
BRA,Brazil,South America,2020-01-07,0,0,0,0,209469333,2055512,9821,1,1,0,0,0,0,0,0,0,0,0,0
KHM,Cambodia,Asia,2020-01-07,0,0,0,0,16249798,22121,1382,1,1,0,0,0,0,0,0,0,0,0,0
CAN,Canada,North America,2020-01-07,0,0,0,0,37058856,1647120,44974,1,1,0,0,0,0,0,0,0,0,0,0
CHN,China,Asia,2020-01-07,0,0,0,0,1392730000,12234781,8682,1,1,59,0,0,0,59,0,0.04236284132602874,0,0,0
HRV,Croatia,Europe,2020-01-07,0,0,0,0,4089400,55201,13177,1,1,0,0,0,0,0,0,0,0,0,0
CZE,Czech Republic,Europe,2020-01-07,0,0,0,0,10625695,215824,20326,1,1,0,0,0,0,0,0,0,0,0,0
DNK,Denmark,Europe,2020-01-07,0,0,0,0,5797446,329865,57533,1,1,0,0,0,0,0,0,0,0,0,0
DOM,Dominican Republic,North America,2020-01-07,0,0,0,0,10627165,75931,7052,1,1,0,0,0,0,0,0,0,0,0,0
ECU,Ecuador,South America,2020-01-07,0,0,0,0,17084357,104295,6273,1,1,0,0,0,0,0,0,0,0,0,0
EGY,Egypt,Africa,2020-01-07,0,0,0,0,98423595,195135,2000,1,1,0,0,0,0,0,0,0,0,0,0
EST,Estonia,Europe,2020-01-07,0,0,0,0,1320884,25921,19793,1,1,0,0,0,0,0,0,0,0,0,0
FIN,Finland,Europe,2020-01-07,0,0,0,0,5518050,252246,45670,1,1,0,0,0,0,0,0,0,0,0,0
FRA,France,Europe,2020-01-07,0,0,0,0,66987244,2582492,38415,1,1,0,0,0,0,0,0,0,0,0,0
GEO,Georgia,Europe,2020-01-07,0,0,0,0,3731000,15159,3875,1,1,0,0,0,0,0,0,0,0,0,0
DEU,Germany,Europe,2020-01-07,0,0,0,0,82927922,3693204,44976,1,1,0,0,0,0,0,0,0,0,0,0
GRC,Greece,Europe,2020-01-07,0,0,0,0,10727668,203085,18198,1,1,0,0,0,0,0,0,0,0,0,0
ISL,Iceland,Europe,2020-01-07,0,0,0,0,353574,24476,73060,1,1,0,0,0,0,0,0,0,0,0,0
IND,India,Asia,2020-01-07,0,0,0,0,1352617328,2575666,1923,1,1,0,0,0,0,0,0,0,0,0,0
IDN,Indonesia,Asia,2020-01-07,0,0,0,0,267663435,1015539,3847,1,1,0,0,0,0,0,0,0,0,0,0
IRN,Iran,Asia,2020-01-07,0,0,0,0,81800269,460976,5680,1,1,0,0,0,0,0,0,0,0,0,0
IRQ,Iraq,Asia,2020-01-07,0,0,0,0,38433600,182023,4756,1,1,0,0,0,0,0,0,0,0,0,0
IRL,Ireland,Europe,2020-01-07,0,0,0,0,4853506,331430,69604,1,1,0,0,0,0,0,0,0,0,0,0
ISR,Israel,Asia,2020-01-07,0,0,0,0,8883800,353268,42452,1,1,0,0,0,0,0,0,0,0,0,0
ITA,Italy,Europe,2020-01-07,0,0,0,0,60431283,1943835,32747,1,1,0,0,0,0,0,0,0,0,0,0
JPN,Japan,Asia,2020-01-07,0,0,0,0,126529100,4872415,38220,1,1,0,0,0,0,0,0,0,0,0,0
KWT,Kuwait,Asia,2020-01-07,0,0,0,0,4137309,119534,28897,1,1,0,0,0,0,0,0,0,0,0,0
LBN,Lebanon,Asia,2020-01-07,0,0,0,0,6848925,53393,8778,1,1,0,0,0,0,0,0,0,0,0,0
LTU,Lithuania,Europe,2020-01-07,0,0,0,0,2789533,47544,16450,1,1,0,0,0,0,0,0,0,0,0,0
LUX,Luxembourg,Europe,2020-01-07,0,0,0,0,607728,62316,106806,1,1,0,0,0,0,0,0,0,0,0,0
MKD,Macedonia,Europe,2020-01-07,0,0,0,0,2082958,11279,5415,1,1,0,0,0,0,0,0,0,0,0,0
MYS,Malaysia,Asia,2020-01-07,0,0,0,0,31528585,314707,9951,1,1,0,0,0,0,0,0,0,0,0,0
MEX,Mexico,North America,2020-01-07,0,0,0,27,126190788,1158229,8967,1,1,0,0,0,115,0,0,0,0,0,0.9113185029005445
MCO,Monaco,Europe,2020-01-07,0,0,0,0,38682,6400,165421,1,1,0,0,0,0,0,0,0,0,0,0
NPL,Nepal,Asia,2020-01-07,0,0,0,0,28087871,24870,849,1,1,0,0,0,0,0,0,0,0,0,0
NLD,Netherlands,Europe,2020-01-07,0,0,0,0,17231017,830572,48754,1,1,0,0,0,0,0,0,0,0,0,0
NZL,New Zealand,Oceania,2020-01-07,0,0,0,0,4885500,202044,42936,1,1,0,0,0,0,0,0,0,0,0,0
NGA,Nigeria,Africa,2020-01-07,0,0,0,0,195874740,375769,1969,1,1,0,0,0,0,0,0,0,0,0,0
